Name,Comment,Time,Likes,Reply Count
ADHD,Coke is a great engine cleaner,2021-09-14T03:11:36Z,0,0
Deyvson Moutinho Caliman,"I drink milk, at least it has nutrients and is worth the price.",2021-09-13T13:05:58Z,0,0
Troy Gent,I have boycotted for almost 10 years now.,2021-09-11T19:55:24Z,0,0
Ang3l,"These people can tell you oh we made this product by this medicine or this other thing. They ain’t stupid, of course there going to hide the truth, there not goi g to say oh we made a pact with the devil to be really rich. Fun fact, there are A BUNCH of company’s that do pacts with the devil to be rich, to have power, to have they want, but all of this is temporary, the end is getting closer",2021-09-11T17:31:54Z,0,0
Ang3l,"DAMN THIS PRODUCT, because it contains human blood 🩸but the devil ain’t stupid, of course he’s going to hide this. Question is how are they getting organs and human blood?",2021-09-11T17:27:08Z,0,0
Fir ka Lali,I buy coke. To clean my toilet hahaha,2021-09-11T06:31:09Z,0,0
Christian Gherase,"Man Coca Cola literally owns every sugar based drink. People may cut on their soda consumption but not entirely. So if they pick smart, I say they’ll be fine.",2021-09-10T21:00:41Z,0,0
賴雋元,Coca Cola is very good!,2021-09-10T11:50:18Z,1,0
James Jamonsta,"Pemberton invented Coca Cola in Vicksburg, Mississippi NOT Atlanta.",2021-09-10T03:48:37Z,0,0
Anonymous American,Coca Cola will always be the best!,2021-09-10T03:09:23Z,0,0
Inventor,2:06 lie. the inventors of cocacola were spanish in ayelo de malferit.,2021-09-09T03:38:22Z,0,0
bob smith,Coke says I am too white to drink Coke. Pepsi's my new friend.,2021-09-08T17:09:50Z,0,0
PAW PALS,It tastes week not worth buying.,2021-09-07T02:35:58Z,0,0
Matt Lybarger,I haven't had a soda in over two years. The only time I miss it is when I have pizza lol.,2021-09-06T21:28:28Z,2,0
T,"It's always been poison, whether as a global polluter or one of the main culprits for obesity worldwide, ...don't buy their products!",2021-09-06T15:13:26Z,0,0
Carlos J Chevez,Everyone knows coke is bad for your bones.  Stay away. !,2021-09-06T06:35:16Z,0,0
Amanda Serroul,By having brand specific contracts with like 90% of restaurants. Otherwise pepsi would probably be the dominant soda,2021-09-05T09:01:05Z,0,1
Julia Melone,Nah Pepsi is gross,2021-09-05T16:23:58Z,0,
FauxTomBrady,The pollution part isn’t all cokes fault it’s lazy ass people who don’t properly dispose of the plastic bottle after consuming it,2021-09-05T03:22:27Z,0,0
Mario87456,Coca Cola is my favorite drink ever I drink at least a can of it everyday.,2021-09-04T21:30:14Z,0,1
J1AB 44,I drink atleast 2 Cans of coke and 1 Heineken,2021-09-05T12:32:09Z,0,
glennblack,Diet Coke causes pancreatic cancer. Regular Coca Cola leads to type 2 diabetes. The wise steer clear of all products pushed by The Coca-Cola Company.,2021-09-04T17:28:27Z,0,0
Sam sar,The gas content within Coca Cola has drastically reduced over decades.,2021-09-04T12:10:50Z,0,0
Kimberly Holyk,"The old coast excitingly tie because roadway spectacularly reply per a tightfisted peer-to-peer. fluffy, classy rectangle",2021-09-04T10:58:47Z,0,0
Queency,"Great context. Everyone needs more than there salary to be financially stable. The best thing to do with your money is to invest it rightly, because money left for saving always end up used with no returns. I started investing in bitcoin mid November 2020 with the help of a well-known -professional Mr Burton Schilichter and the profit entirely funded my recent duplex.",2021-09-04T02:47:48Z,22,8
Gary Jacob,Trading with Mr Burton Was The biggest thing I ever dreamed of. I advised you to give him a try you will never regret it,2021-09-04T03:40:19Z,0,
what's apk ±➊➌➋⓿➑➍➍➑➒⓿➊,"This is helpful, thanks ....gotta message him right away.",2021-09-04T03:35:35Z,0,
what's apk ±➊➌➋⓿➑➍➍➑➒⓿➊,"That’s interesting, any way to connect with him? I have to get started.",2021-09-04T03:31:25Z,0,
Matt,"Oh, I've heard of him but I didn't take it seriously until I tried out with $ 30,000and made profits within some days",2021-09-04T03:05:13Z,0,
John Williams,"My personal portfolio/ investment manager Mr Burton after a whole week of research,he runs an investment platform where you don't have to undergo any stress in the   trades he manages my trading account which i opened with a capital of $3000 and now I have grown my portfolio up to over $21,500, a huge success.",2021-09-04T03:02:26Z,0,
Harry Webar,"Trading with Mr Burton Schlichter was never a regret to me, All thanks to him, he is the best I have ever seen",2021-09-04T03:00:13Z,0,
Whatsapp♜①④①④⑥⑦⑧①⑦⑧⑥,"Mr Burton Schlichter is the best, recommending him to all beginners who wants to recover losses like I did",2021-09-04T02:57:50Z,0,
whats apk ±➊➌➋⓿➑➍➍➑➒⓿➊,"Investing for today is priceless because tomorrow isn't promised, trading Bitcoins gold, silver and crypto secures a better tomorrow.",2021-09-04T02:49:52Z,0,
yy jtjytj,"The fallacious match collaterally puncture because mist unfortunately slow amidst a tacit market. endurable, standing instrument",2021-09-04T00:13:20Z,0,0
Sinclare Scott,"i got a can of topo chico  from my local supermarket took it home, drank it did not think it was bad but well expensive. so i said this is easy to make just a very very small amount of fruit syrup  a small amount of vodka and a lot of sparkling water or soda water thats it .made to your own taste",2021-09-03T15:02:55Z,0,0
_ mondegreen _,"wish the tax person would ask me to pay ""the bulk"" of my tax bill",2021-09-03T11:15:00Z,0,0
Ryo Murata,plz sell vanilla coke in Japan we want soo baddd,2021-09-03T07:46:45Z,0,0
mat steadyy,"Pepsi is Blue
Coke is Red",2021-09-03T06:47:06Z,0,0
Being Solo,Save Water. Drink Water.,2021-09-03T06:31:20Z,0,0
Sielo Bueno,"For ""Best Soda Pop, Mower, Rib Recipe, BBQ Grill, and Weed Eater"" watch video on youtube now - Woof! Woof!",2021-09-03T02:20:17Z,0,0
courageous cxliber,Nothing like a business and marketing lesson from CNBC!,2021-09-02T22:19:29Z,0,0
Abdullah,It should be banned for how much it ruins your health,2021-09-02T12:14:29Z,2,0
Playing With Sophia,"Its taste, can’t be replaced. That is the point",2021-09-02T04:02:24Z,0,0
.m.,the narrator sounds like he's still learning how to speak properly as an adult,2021-09-02T03:25:28Z,0,1
_ mondegreen _,and then the coca cola CEO comes on and is even more unintelligible :/,2021-09-03T11:14:05Z,0,
pactastic,Soda and chips are the biggest scams out there,2021-09-02T02:32:52Z,0,0
pactastic,They also own peace tea which is somthing I only started seeing everywhere in the past 5 years,2021-09-02T02:23:50Z,0,0
sticker shock,"I don't get that either. Especially when, Pepsi tastes better. Even Sprite tastes good. Coke is nothing more than water and a little cola",2021-09-01T22:52:21Z,0,0
jbrynolfsson,"Why not, like here in Sweden, pant the bottles?",2021-09-01T21:50:17Z,0,0
Jojo Joe,All they have to do is officially launch Mexican Coke in the US and sales will skyrocket,2021-09-01T20:37:20Z,1,0
R,Export to poor countries with bad water sources,2021-09-01T18:58:20Z,0,0
Karl Krump,"Say what you will about the Taliban, they never told me to be less white.",2021-09-01T16:28:05Z,1,0
Sazaar Dominguez,People are tired of that corn syrup,2021-09-01T16:26:35Z,0,0
Trip McNeely,COKE: BUY FLOW WATER,2021-09-01T16:24:54Z,0,0
yy jtjytj,"The friendly success natively glow because dressing controversly squeal pace a toothsome meteorology. boring, paltry tune",2021-09-01T16:03:27Z,0,0
Ilc1,In Norway 100% of the bottles are recycled. Cause we get money back for returning the bottles. Done this for decades,2021-09-01T11:39:07Z,27,10
Merry Maurader,@Keyshawn Scott 12 no it’s. Not?,2021-12-24T03:16:57Z,0,
Keyshawn Scott 12,@Merry Maurader wrong flag buddy,2021-12-23T23:54:28Z,0,
Sumkinda cheeto,"@Ilc1 The thing with making people recycle plastic and glass is that the materials are dirt cheap, so making them into grocery coupons makes the most amount of sense.",2021-11-12T14:33:59Z,0,
Eric Glueckert,@Ilc1 Where I'm at in the US they can pick it up at your house if you get the bin for recycling.,2021-10-29T21:45:43Z,0,
Ilc1,"@Eric Glueckert yeah that’s the thing. If it’s easily accessible people will use it. But if you need to save it for a while and go out of your way to recycle it, people won’t bother. Here in Norway they make the return of bottles and cans a part of your grocery shopping. the money goes directly to lower the grocery total at the end hence giving an incentive to bring them with you.",2021-10-29T21:41:58Z,2,
Eric Glueckert,@Ilc1 Not quite.,2021-10-29T21:37:09Z,0,
Ilc1,@Eric Glueckert alright but is it as accessible as a returning machine in every grocery store?,2021-10-29T21:00:43Z,0,
Eric Glueckert,You can do it in the US too but people are too lazy to.,2021-10-29T20:58:46Z,0,
Merry Maurader,You guys have the most beautiful country by the way - love from the US 🇳🇴,2021-09-03T18:45:29Z,3,
withaspoon94,You get Monet back here to,2021-09-02T19:00:10Z,0,
Albert Fuertes,"Sorry guys, Coke was invented in Spain… just search.:(",2021-09-01T01:43:47Z,0,0
Overpowered Jelly,"Yes don't drink Coca Cola because it has sugar but you still eat your Big Mac with extra fries . 



What a joke",2021-08-31T22:30:15Z,0,0
KevinTheRussian,best drink is water,2021-08-31T21:39:23Z,0,0
Griffmaster61,Why was there no mention of Coke with Coffee?,2021-08-31T19:32:23Z,0,0
Andrew,"I come from the only country in the world where coke is not the most popular “soda”
Guess where I’m from!",2021-08-31T17:49:00Z,0,0
Gamer_Boii,Im proud to live in atlanta,2021-08-31T17:31:32Z,0,0
Stuart Williams,"I buck the trend and don't buy drinks that contain chemical sweetner ,even the corn syrup . I stick to real sugar but in moderation",2021-08-31T16:36:54Z,0,0
DCMX,"CNBC & Coca-Cola

we know their relations",2021-08-31T14:11:51Z,1,0
joshentertainment 2,They also sell fanta Fernandes water sprite minute maid that's why they still thriving.,2021-08-31T12:00:56Z,0,0
Max Jansen,I’m drinking cola while watching this,2021-08-31T10:20:52Z,0,0
Sebastián Canales García,🤮,2021-08-31T09:02:06Z,0,0
Urban Samurai,i gotta get me some shares of this bish,2021-08-31T08:38:22Z,0,0
Link On,11:30 by replenishing what now?,2021-08-31T01:10:02Z,0,0
arilovegood,pepsi tastes nicer but coke invented christmas kinda,2021-08-31T00:45:31Z,0,0
Rick Capiz,only stupid people will drink this. im also stupid in the past,2021-08-30T23:55:03Z,0,0
847,You also support Donald Trump... thank this video if the Topo-Chico sales go down,2021-08-30T22:58:15Z,0,0
Dr. Tait,"I literally never drink coke. But if I do it’s gotta be a Coke Zero. 

So Crisp So Coca-Cola",2021-08-30T19:26:10Z,12,0
RailFanning & Stuff,by shrinking sizes and raising prices that's how.,2021-08-30T19:17:49Z,0,0
bee rag,i love Coke its my favorite drink,2021-08-30T19:15:09Z,0,0
Lucky Unlucky,"Yeah, you can keep your diabetes, ocean killing plastic and money grabbing tactics. I'll stick to tap water",2021-08-30T17:53:14Z,0,0
azhari,"hey cnbc, is this an ad?",2021-08-30T16:47:35Z,0,0
Vibes,Put cocaine back in it or leave it alone.,2021-08-30T09:27:06Z,0,0
bonsai108,Once corporate went racist I stopped drinking it for the most part.,2021-08-30T07:13:52Z,0,0
재섭예,코카콜라에서 나온 브랜드가 이렇게나 많을줄이야;; ㄷㄷ 역시 머기업은 다르다,2021-08-30T06:27:10Z,1,1
Roger Desbiens,너의 회사?,2021-08-30T16:00:01Z,0,
Mousab Nomani,I swear if Coca Cola actually makes Coca an ingredient once again they’ll increase profit margins by 10x 💀,2021-08-30T06:17:36Z,4,1
Robert Edmands,"I COULD argue with you, insisting that adding Any > ZERO trace of the cocaine alkaloid would raise Coca Cola's market share of the retail beverage universe, but WON'T, bc I am NOT even Dumber than A BOX OF ROCKS...",2021-12-25T18:29:24Z,0,
Saemour Saeless,BRING BACK THE COCAINE!!,2021-08-30T05:55:42Z,0,0
Kirsty Duncan,It has all what human needs unlike other beverages,2021-08-30T05:08:42Z,74,25
Keyshawn Scott 12,@AnonymousKitty we see it's a scam lol,2021-12-24T00:07:59Z,0,
Someone,Except for Ronaldo lol,2021-09-03T00:04:54Z,0,
AnonymousKitty,Nice scam,2021-08-31T08:15:21Z,1,
Thomas Hazel,@Flore Lucero I just contacted her now through this number She gave me a nice response 😊,2021-08-30T05:18:27Z,0,
Flore Lucero,I never had the mindset that bitcoin and forex trading is this profitable until Mrs Steph Chipres cleared my doubts.,2021-08-30T05:17:32Z,0,
Flore Lucero,I don't believe in giving up on any business. Mrs Steph Chipres taught me that and it had been an amazing profit making with Mrs Steph Chipres.,2021-08-30T05:17:27Z,0,
Flore Lucero,That's her direct Whats App contact,2021-08-30T05:17:13Z,0,
Flore Lucero,6009,2021-08-30T05:17:04Z,0,
Flore Lucero,8887,2021-08-30T05:16:56Z,0,
Flore Lucero,4478,2021-08-30T05:16:46Z,0,
Thomas Hazel,"Please, how can I reach her? I really need help on this 😔",2021-08-30T05:16:02Z,0,
Thomas Hazel,@Richard Schmidt I'm really interested in this Bitcoin trading business but I don't know where to start from because I gat no trading idea,2021-08-30T05:15:58Z,0,
Richard Schmidt,Mrs Steph Chipres has really changed the financial status of my family and God will always bless and keep her 🙏🙏,2021-08-30T05:15:18Z,0,
Richard Schmidt,"@Stìophan Lòrdan No doubt, Mrs Steph Chipres got more than 9 years experience on trading and banking. She's the best financial advisor one should have.",2021-08-30T05:15:13Z,0,
Stìophan Lòrdan,I made cool withdrawal of $9400 on my first trade and it was mind blowing,2021-08-30T05:14:39Z,0,
Stìophan Lòrdan,@Pauline Greenwood God works in ways humans can't imagine. Mrs Steph Chipres is a goddess of forex and Bitcoin trading.,2021-08-30T05:14:34Z,0,
